wmt_article,wmt_line,wmt_article_name,src,mt,human_a,human_b
124,1551,peopledaily0812.pic.c1016-28631699,8月11日，武警山东总队烟台支队组织特战狙击手冒着34摄氏度的高温来到昆嵛山开展丛林训练。,"August 11, the Shandong Armed Police Corps Yantai detachment organized special operations snipers braved the high temperature of 34 degrees Celsius to Kunyu Mountain to carry out jungle training.","On August 11, military police of the Shandong Yantai Detachment organized a special operations sniper who braved high temperatures of 34 degrees at Kunlunshan to initiate jungle training.","On August 11th, the Yantai detachment of the Shandong Armed Police Force organized training in the jungle for special forces snipers in Kunyu Mountain which has a high temperature of 34 degrees Celsius."
125,1552,peopledaily0812.scitech.c1007-28631569,冷战期间，苏联把导弹运进古巴，差点导致美苏发生核战争。,"During the Cold War, the Soviet Union brought missiles into Cuba, which almost led to a nuclear war between the United States and the Soviet Union.","During the Cold War, the Soviet Union deployed missiles to Cuba, and almost triggered a nuclear war with the US.",
125,1553,peopledaily0812.scitech.c1007-28631569,这一事件被看做冷战的顶峰，史称“古巴导弹危机”。,"The event was seen as the culmination of the Cold War, known as the ""Cuban Missile Crisis.""","This event was regarded as the zenith of the Cold War, and was known in history as the ""Cuban missile crisis"".",
125,1554,peopledaily0812.scitech.c1007-28631569,但鲜为人知的是，同样是冷战期间，一场强烈的太阳风暴也曾险些导致美国对苏联发动核战争，这一事件直到8月9日才首次由研究人员对外公布。,"Little is known, however, that a strong solar storm, also during the Cold War, nearly led the United States to launch a nuclear war against the Soviet Union, an event that was first made public by researchers on August 9.","What was little known was that during the Cold War, a strong solar storm almost sparked a nuclear war between the US and the Soviet Union. This was only publicly disclosed by researchers for the first time on August 9.",
125,1555,peopledaily0812.scitech.c1007-28631569,1967年5月23日，一场强烈的太阳风暴对美国军方位于北极的雷达与无线电通信造成强烈干扰。,"On May 23, 1967, a powerful solar storm caused intense interference with the U.S. military's radar and radio communications in the Arctic.","On May 23, 1967, a powerful solar storm caused severe disruptions to a North Pole radar station and radio communications of the US military.",
125,1556,peopledaily0812.scitech.c1007-28631569,这些雷达是美国弹道导弹预警系统的一部分，用于监测苏联的导弹。,The radars are part of a U.S. ballistic missile early warning system used to monitor Soviet missiles.,"This radar is part of the US ballistic missile early warning system, and is used to monitor Soviet missiles.",
125,1557,peopledaily0812.scitech.c1007-28631569,这篇由美国科罗拉多大学研究人员完成的论文采访了当时参与预报与分析太阳活动的美军方人员，并查阅了非保密文献。,"The paper, by researchers at the University of Colorado, interviewed U.S. military personnel involved in forecasting and analyzing solar activity at the time, and reviewed non-classified literature.","This thesis, completed by researchers at the University of Colorado, interviewed US military personnel who took part in forecasting and analyzing the sun's activities at the time, as well as consulted unclassified documents.",
125,1558,peopledaily0812.scitech.c1007-28631569,论文写道，上世纪60年代，为防止苏联突然发动核战争，美国空军始终有一部分载有核弹头的战机飞在天上。,"In the 1960s, to prevent a sudden nuclear war by the Soviet Union, the US Air Force always had a portion of warplanes carrying nuclear warheads flying in the sky, the paper wrote.",The article said the U.S. Air Force kept fighters loaded with nuclear warhead patrolling in the air in 1960s to prevent any sudden nuclear war waged by the U.S.S.R,
125,1559,peopledaily0812.scitech.c1007-28631569,美军军方指挥官不知道这次干扰的罪魁祸首是太阳风暴而非苏联，于是下令使战机进入战斗准备状态。,"Unaware that the main culprit for the disturbance was a solar storm rather than the Soviet Union, the US military commander ordered that the warplanes be put into combat readiness.","The US military commander was unaware that the interference was caused by a solar storm and not the Soviet Union, and thus gave orders for all military aircraft to enter combat status.",
125,1560,peopledaily0812.scitech.c1007-28631569,幸运的是，美国军方从上世纪50年代末就开始的太阳活动及其对地球电磁干扰的研究，最终阻止了这场潜在的军事冲突。,"Fortunately, the US military's research into solar activity and its electromagnetic interference with the Earth, which began in the late 1950s, eventually stopped this potential military conflict.","Fortunately, the potential military conflict was avoided by the study of solar activity and its electromagnetic interference to earth conducted by U.S.army from the end of 1950s.",
